City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
386,ixtapa,20.71,-105.21,86.0,79,5,10.29,MX,1573427979
387,carbondale,38.82,-95.69,57.99,47,1,6.93,US,1573428145
388,sangar,63.92,127.47,-4.46,96,100,11.25,RU,1573428145
389,sakaiminato,35.55,133.23,59.0,77,40,6.93,JP,1573428146
390,barra patuca,15.8,-84.28,83.12,73,88,8.7,HN,1573428146
391,beringovskiy,63.05,179.32,34.27,98,100,16.51,RU,1573427962
392,lompoc,34.64,-120.46,73.99,77,1,11.74,US,1573427986
393,champerico,16.38,-93.6,80.6,61,20,9.17,MX,1573428147
394,tam ky,15.57,108.48,75.2,94,75,14.99,VN,1573428147
395,nador,35.17,-2.93,60.8,55,51,24.16,MA,1573428147
396,phuket,7.89,98.4,75.2,88,20,1.12,TH,1573428000
397,yazd,31.89,54.36,46.4,24,0,2.24,IR,1573428147
398,nioro,13.79,-15.05,84.69,23,100,8.88,GM,1573428148
399,kortkeros,61.81,51.56,26.6,100,90,6.71,RU,1573428148
400,cidreira,-30.17,-50.22,69.67,85,98,16.64,BR,1573427918
401,musoma,-1.5,33.81,64.18,93,62,3.11,TZ,1573428148
402,narsaq,60.91,-46.05,33.8,80,100,36.91,GL,1573427926
403,kasiri,8.94,-13.11,80.6,78,75,5.82,SL,1573428149
404,sao joao da barra,-21.64,-41.05,75.42,90,100,4.36,BR,1573428149
405,kaohsiung,22.62,120.31,72.0,77,20,4.7,TW,1573428149
406,henties bay,-22.12,14.28,57.99,93,66,3.0,NA,1573428149
407,freeport,26.54,-78.7,73.4,64,20,6.93,BS,1573428150
408,souillac,45.6,-0.6,39.99,93,30,5.82,FR,1573427930
409,tongliao,43.61,122.27,37.47,60,0,9.69,CN,1573428150
410,erdenet,49.03,104.04,14.02,81,100,5.03,MN,1573428150
411,itoman,26.12,127.67,73.4,60,40,11.41,JP,1573428151
412,palmares do sul,-30.26,-50.51,68.0,95,98,1.01,BR,1573428151
413,ola,59.58,151.3,19.42,63,84,7.63,RU,1573428151
414,tete,-16.16,33.59,82.4,65,92,10.29,MZ,1573428151
415,kanniyakumari,8.08,77.57,81.21,76,37,6.33,IN,1573428151
416,chaman,30.92,66.46,46.89,22,100,1.99,AF,1573428152
417,lindsay,44.36,-78.74,39.99,93,90,6.93,CA,1573428099
418,ustye,58.76,27.79,41.95,92,94,7.0,RU,1573428153
419,saint-francois,46.42,3.91,33.8,100,90,2.24,FR,1573427922
420,thatta,31.7,74.64,57.2,82,20,1.59,IN,1573428153
421,mabaruma,8.2,-59.78,75.11,98,79,2.21,GY,1573427921
422,tibati,6.47,12.63,70.88,53,83,1.63,CM,1573428154
423,teruel,40.34,-1.11,50.0,92,26,10.29,ES,1573428154
424,el dorado,10.65,-61.37,81.0,83,20,9.19,TT,1573428154
425,san quintin,17.54,120.52,76.32,82,39,3.51,PH,1573428154
426,kavaratti,10.57,72.64,80.85,73,69,6.58,IN,1573427885
427,bend,44.06,-121.32,66.2,34,1,4.16,US,1573428155
428,sucre,-19.05,-65.26,51.8,93,75,4.83,BO,1573428051
429,motygino,58.18,94.69,-11.51,99,96,5.1,RU,1573428155
430,mtwara,-10.28,40.18,72.39,97,66,0.78,TZ,1573428155
431,mangalam,12.6,80.07,77.0,83,40,3.36,IN,1573428155
432,yerbogachen,61.28,108.01,-17.67,96,95,6.51,RU,1573427940
433,dibulla,11.27,-73.31,82.4,83,75,9.17,CO,1573428156
434,pathein,16.78,94.73,73.53,92,0,4.18,MM,1573428156
435,tezu,27.93,96.16,63.36,97,98,0.98,IN,1573427871
436,kamenka,48.03,28.7,55.99,87,55,3.0,MD,1573427976
437,nicoya,10.15,-85.45,84.2,66,75,5.82,CR,1573428157
438,cabo san lucas,22.89,-109.91,84.2,58,75,4.7,MX,1573427673
439,bihoro,43.75,144.14,35.6,64,20,8.05,JP,1573428157
440,weligama,5.97,80.42,74.57,89,100,2.89,LK,1573428157
441,whitehorse,60.72,-135.06,10.99,60,20,17.22,CA,1573428157
442,viedma,-40.81,-62.99,53.67,78,76,15.35,AR,1573428158
443,ngunguru,-35.62,174.5,55.99,94,100,1.01,NZ,1573428158
444,ambon,47.55,-2.56,44.01,100,98,2.24,FR,1573428159
445,amahai,-3.31,129.0,88.0,82,99,1.99,ID,1573428159
446,lyaskelya,61.77,31.02,36.21,99,96,3.65,RU,1573428159
447,diban,35.02,40.51,62.24,27,0,4.03,SY,1573428159
448,vestmannaeyjar,63.44,-20.27,44.53,86,100,45.16,IS,1573428160
449,coquimbo,-29.95,-71.34,59.0,82,20,11.41,CL,1573427916
450,bukama,-9.2,25.85,71.01,94,83,3.65,CD,1573428160
451,maniago,46.17,12.71,46.0,86,50,3.78,IT,1573428160
452,tarakan,3.3,117.63,79.7,80,19,4.0,ID,1573428160
453,mineros,-17.12,-63.23,77.0,83,75,2.24,BO,1573428160
454,namibe,-15.19,12.15,77.59,83,53,4.34,AO,1573428161
455,zhigansk,66.77,123.37,-0.1,95,100,6.26,RU,1573428161
456,panguna,-6.32,155.48,80.55,69,100,2.59,PG,1573428161
457,raudeberg,61.99,5.14,30.2,68,0,8.05,NO,1573428161
458,ilhabela,-23.78,-45.36,75.33,88,91,9.33,BR,1573428161
459,okakarara,-20.59,17.46,69.78,61,100,4.29,NA,1573428162
460,ha giang,22.83,104.99,57.36,85,100,2.8,VN,1573428162
461,saraland,30.82,-88.07,64.4,72,75,4.7,US,1573428162
462,corcoran,36.1,-119.56,79.0,29,1,4.7,US,1573428162
463,belmonte,40.36,-7.35,50.0,96,100,4.72,PT,1573427910
464,ajdabiya,30.75,20.22,67.69,76,79,4.63,LY,1573428163
465,roald,62.58,6.12,26.6,86,0,4.7,NO,1573428163
466,honolulu,21.3,-157.86,86.0,55,40,11.41,US,1573427996
467,calama,-22.46,-68.93,69.8,13,52,24.16,CL,1573428163
468,florianopolis,-27.6,-48.55,75.0,100,75,9.17,BR,1573428032
469,westport,41.14,-73.36,51.8,61,40,3.36,US,1573427865
470,north bend,43.41,-124.22,64.0,72,1,8.05,US,1573428164
471,fare,-16.7,-151.02,80.02,79,100,11.65,PF,1573427929
472,tolaga bay,-38.37,178.3,64.13,64,17,14.36,NZ,1573428164
473,yuanping,38.72,112.71,38.23,43,0,1.28,CN,1573428164
474,fort morgan,40.25,-103.8,64.4,30,1,3.36,US,1573428165
475,flinders,-34.58,150.85,73.99,37,67,8.05,AU,1573428165
476,ahuimanu,21.44,-157.84,86.0,66,20,9.17,US,1573428165
477,ahipara,-35.17,173.16,56.77,77,100,11.16,NZ,1573427898
478,san patricio,-26.98,-56.83,74.05,73,23,9.6,PY,1573428165
479,samana,0.12,-76.97,87.8,94,75,5.82,EC,1573428166
480,acari,-6.44,-36.64,71.98,79,69,28.34,BR,1573428166
481,kuryk,43.18,51.68,58.62,56,5,27.69,KZ,1573428166
482,kununurra,-15.77,128.74,84.2,70,72,5.82,AU,1573428039
483,nizhneangarsk,55.78,109.57,-17.31,84,0,6.35,RU,1573428166
484,biggar,52.06,-107.98,1.53,91,33,8.66,CA,1573428167
485,eurajoki,61.2,21.73,28.4,92,90,5.82,FI,1573428167
486,jamame,0.07,42.75,81.61,79,77,9.57,SO,1573428167
487,beirut,33.9,35.48,80.6,53,40,2.24,LB,1573427885
488,opunake,-39.45,173.86,60.01,52,49,8.01,NZ,1573428167
489,vanimo,-2.67,141.3,80.46,77,100,7.25,PG,1573427928
490,gawler,-34.6,138.75,84.0,13,5,20.8,AU,1573427973
491,suoyarvi,62.08,32.35,38.05,99,100,4.36,RU,1573428168
492,malchevskaya,49.06,40.36,40.66,94,51,7.31,RU,1573428169
493,arica,-18.48,-70.32,68.0,68,75,4.7,CL,1573428169
494,tavda,58.04,65.27,18.5,86,99,4.29,RU,1573428169
495,itarema,-2.92,-39.92,77.67,77,97,10.27,BR,1573427924
496,pishin,30.58,67.0,48.4,22,100,1.16,PK,1573428169
497,bella union,8.5,-73.35,68.52,97,99,3.51,CO,1573428170
498,hovd,63.83,10.7,26.6,68,75,8.05,NO,1573428170
499,kurikka,62.62,22.4,30.0,92,90,5.82,FI,1573428170
500,bilma,18.69,12.92,76.41,16,60,7.29,NE,1573427962
501,sur,22.57,59.53,74.28,59,0,6.17,OM,1573427911
502,kilinochchi,9.4,80.4,76.12,87,3,4.88,LK,1573428170
503,parabel,58.71,81.5,3.67,90,75,4.7,RU,1573427930
504,gombe,10.28,11.16,78.69,33,100,5.64,NG,1573428171
505,lazaro cardenas,28.39,-105.62,77.0,44,75,8.34,MX,1573428171
506,biak,-0.91,122.88,81.72,64,63,3.65,ID,1573428171
507,fortuna,40.6,-124.16,66.0,76,1,11.41,US,1573427917
508,makhachkala,42.98,47.5,50.0,81,20,4.47,RU,1573427990
509,bandarbeyla,9.49,50.81,79.47,70,34,12.84,SO,1573428172
510,oum hadjer,13.3,19.7,79.23,15,64,8.86,TD,1573428172
511,awbari,26.59,12.77,72.81,36,100,6.62,LY,1573428172
512,touros,-5.2,-35.46,78.8,78,20,6.93,BR,1573427986
513,anloga,5.79,0.9,80.6,83,20,4.7,GH,1573428173
514,tazmalt,36.39,4.4,48.2,93,75,11.41,DZ,1573428173
515,pingliang,35.54,106.68,36.27,66,27,0.63,CN,1573428173
516,ovre ardal,61.32,7.8,-0.46,95,3,4.61,NO,1573428173
517,diego de almagro,-26.39,-70.05,59.43,48,0,3.27,CL,1573428173
518,pombas,-15.9,-54.74,71.22,96,72,2.62,BR,1573428174
519,maceio,-9.67,-35.74,75.2,88,12,8.05,BR,1573427934
520,razole,16.48,81.84,72.88,90,5,1.95,IN,1573428174
521,nouadhibou,20.93,-17.03,68.0,72,10,18.34,MR,1573428174
522,palmer,-34.85,139.16,84.0,13,3,20.8,AU,1573427934
523,zarubino,42.65,131.06,47.5,82,100,18.3,RU,1573428175
524,guarapari,-20.67,-40.5,78.8,78,100,9.17,BR,1573427981
525,vila velha,-3.71,-38.6,86.0,74,66,9.17,BR,1573427979
526,lakota,5.85,-5.68,72.16,97,22,2.57,CI,1573428175
527,machiques,10.06,-72.55,77.65,90,93,9.01,VE,1573428175
528,usolye,59.42,56.68,21.99,93,100,4.0,RU,1573428176
529,san buenaventura,27.06,-101.55,78.8,47,20,4.05,MX,1573428176
530,hambantota,6.12,81.12,79.41,77,90,6.51,LK,1573427954
531,shymkent,42.31,69.59,33.8,86,1,4.47,KZ,1573428176
532,panaba,21.28,-88.27,75.74,86,11,9.53,MX,1573427918
533,ranong,9.96,98.62,77.77,75,59,4.05,TH,1573428177
534,naze,5.43,7.07,73.4,100,75,2.1,NG,1573428177
535,qinzhou,21.96,108.62,65.41,63,58,3.31,CN,1573428177
536,gotsu,35.01,132.22,55.4,93,75,5.82,JP,1573428177
537,lakes entrance,-37.88,147.99,71.01,67,18,1.99,AU,1573428178
538,santa isabel,32.63,-115.58,87.8,5,1,4.7,MX,1573428178
